Jurisdiction,Active,Recovered,Deaths,Date
Australia,931,1948,905,2021-12-24
ACT,4,8,7,2021-12-24
NSW,404,122,106,2021-12-24
NT,0,0,0,2021-12-24
QLD,0,0,1,2021-12-24
SA,0,0,0,2021-12-24
TAS,0,0,1,2021-12-24
VIC,505,1818,790,2021-12-24
WA,0,0,0,2021-12-24
