Jurisdiction,Active,Recovered,Deaths,Date
Australia,1424,1960,919,2022-01-04
ACT,4,8,7,2022-01-04
NSW,652,123,114,2022-01-04
NT,0,0,0,2022-01-04
QLD,80,0,1,2022-01-04
SA,0,0,0,2022-01-04
TAS,0,0,1,2022-01-04
VIC,562,1829,793,2022-01-04
WA,0,0,0,2022-01-04
