Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,26276,527,5,1615,6260,28,9996,2021-10-11
ACT,455,25,0,7,144,0,85,2021-10-11
NSW,6747,496,2,0,3950,6,0,2021-10-11
NT,7,0,1,0,0,3,0,2021-10-11
QLD,34,0,1,0,2,15,1,2021-10-11
SA,8,2,1,0,5,2,0,2021-10-11
TAS,1,0,0,0,0,0,0,2021-10-11
VIC,19012,4,0,1608,2159,1,9910,2021-10-11
WA,12,0,0,0,0,1,0,2021-10-11
