Jurisdiction,Active,Recovered,Deaths,Date
Australia,32,75,10,2021-10-28
ACT,0,0,0,2021-10-28
NSW,17,15,2,2021-10-28
NT,0,0,0,2021-10-28
QLD,0,8,0,2021-10-28
SA,0,1,0,2021-10-28
TAS,0,3,2,2021-10-28
VIC,15,48,5,2021-10-28
WA,0,0,1,2021-10-28
