Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,363001,11880,124,43586,56815,666,259981,2022-07-21
ACT,6570,1407,0,0,7744,0,0,2022-07-21
NSW,145178,3,0,13826,10,0,85984,2022-07-21
NT,3659,0,4,666,0,50,3785,2022-07-21
QLD,61226,56,0,11631,132,0,55999,2022-07-21
SA,30525,4935,1,118,21993,3,7731,2022-07-21
TAS,9531,1176,8,487,5567,43,2423,2022-07-21
VIC,69426,0,0,14312,0,0,79944,2022-07-21
WA,36886,4303,111,2546,21369,570,24115,2022-07-21
