Age Group,Male,Female,Date
0-9,4,4,2022-05-03
10-19,2,3,2022-05-03
20-29,12,8,2022-05-03
30-39,37,25,2022-05-03
40-49,73,46,2022-05-03
50-59,189,109,2022-05-03
60-69,434,228,2022-05-03
70-79,966,500,2022-05-03
80-89,1457,1024,2022-05-03
90+,790,960,2022-05-03
