Age Group,Male,Female,Date
0-9,0,0,2021-10-27
10-19,1,1,2021-10-27
20-29,6,3,2021-10-27
30-39,9,5,2021-10-27
40-49,22,10,2021-10-27
50-59,56,35,2021-10-27
60-69,116,45,2021-10-27
70-79,216,134,2021-10-27
80-89,312,295,2021-10-27
90+,158,245,2021-10-27
