Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,441429,5826,5,82410,22769,56,396444,2022-01-08
ACT,4941,1305,0,0,6374,0,0,2022-01-08
NSW,268021,267,0,44831,2504,1,213059,2022-01-08
NT,1158,276,2,125,865,30,418,2022-01-08
QLD,52619,32,0,11142,160,2,52501,2022-01-08
SA,25877,1011,2,3261,1575,3,21033,2022-01-08
TAS,5337,5,0,1046,25,0,5699,2022-01-08
VIC,83390,2923,0,22005,11228,5,103719,2022-01-08
WA,86,7,1,0,38,15,15,2022-01-08
