Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,495141,2580,10,69649,25008,62,435113,2022-01-09
ACT,5766,1039,0,0,7377,0,0,2022-01-09
NSW,292237,25,1,30036,2326,2,224931,2022-01-09
NT,1795,195,1,50,1022,31,459,2022-01-09
QLD,62919,68,0,13612,198,1,62549,2022-01-09
SA,27762,1235,8,3263,2796,11,22018,2022-01-09
TAS,5493,9,0,591,26,0,5853,2022-01-09
VIC,99085,7,0,22097,11227,5,119288,2022-01-09
WA,84,2,0,0,36,12,15,2022-01-09
