Jurisdiction,Active,Recovered,Deaths,Date
Australia,32,75,10,2021-10-30
ACT,0,0,0,2021-10-30
NSW,17,15,2,2021-10-30
NT,0,0,0,2021-10-30
QLD,0,8,0,2021-10-30
SA,0,1,0,2021-10-30
TAS,0,3,2,2021-10-30
VIC,15,48,5,2021-10-30
WA,0,0,1,2021-10-30
