Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,283070,3620,67,16186,30906,447,187111,2022-08-09
ACT,3795,509,0,0,4492,0,0,2022-08-09
NSW,160819,0,0,7648,17,0,84301,2022-08-09
NT,1724,0,11,165,0,37,1750,2022-08-09
QLD,35490,0,0,2504,128,0,32358,2022-08-09
SA,15312,1577,12,36,12371,71,3799,2022-08-09
TAS,4325,313,7,135,2505,32,2538,2022-08-09
VIC,43110,0,0,4911,0,0,51774,2022-08-09
WA,18495,1221,37,787,11393,307,10591,2022-08-09
