Age Group,Male,Female,Date
0-9,5,6,2022-07-07
10-19,5,3,2022-07-07
20-29,15,13,2022-07-07
30-39,52,32,2022-07-07
40-49,95,60,2022-07-07
50-59,236,141,2022-07-07
60-69,556,307,2022-07-07
70-79,1279,679,2022-07-07
80-89,1968,1453,2022-07-07
90+,1144,1439,2022-07-07
