Age Group,Male,Female,Date
0-9,82459,77316,2022-02-01
10-19,105095,113230,2022-02-01
20-29,208825,217259,2022-02-01
30-39,151051,157026,2022-02-01
40-49,103062,111953,2022-02-01
50-59,81725,87736,2022-02-01
60-69,52535,52274,2022-02-01
70-79,27118,24554,2022-02-01
80-89,10992,11624,2022-02-01
90+,2596,4595,2022-02-01
