Age Group,Male,Female,Date
0-9,4,4,2022-04-26
10-19,2,2,2022-04-26
20-29,11,8,2022-04-26
30-39,37,25,2022-04-26
40-49,72,45,2022-04-26
50-59,186,106,2022-04-26
60-69,424,219,2022-04-26
70-79,944,484,2022-04-26
80-89,1412,998,2022-04-26
90+,760,918,2022-04-26
