Age Group,Male,Female,Date
0-9,220024,206505,2022-07-29
10-19,260141,280773,2022-07-29
20-29,414973,461869,2022-07-29
30-39,373334,417765,2022-07-29
40-49,289676,332818,2022-07-29
50-59,240600,267280,2022-07-29
60-69,169405,173584,2022-07-29
70-79,99767,91705,2022-07-29
80-89,44641,46962,2022-07-29
90+,11756,21105,2022-07-29
