Age Group,Male,Female,Date
0-9,211571,198594,2022-06-15
10-19,260973,280425,2022-06-15
20-29,399977,440250,2022-06-15
30-39,349120,389160,2022-06-15
40-49,269041,309060,2022-06-15
50-59,213698,234039,2022-06-15
60-69,143935,145977,2022-06-15
70-79,81729,74263,2022-06-15
80-89,34970,35939,2022-06-15
90+,8773,15512,2022-06-15
