Age Group,Male,Female,Date
0-9,0,1,2021-12-17
10-19,1,1,2021-12-17
20-29,6,3,2021-12-17
30-39,13,7,2021-12-17
40-49,31,13,2021-12-17
50-59,77,45,2021-12-17
60-69,152,72,2021-12-17
70-79,292,176,2021-12-17
80-89,403,347,2021-12-17
90+,194,295,2021-12-17
