Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,26536,844,1,1380,3771,17,10323,2021-10-28
ACT,258,8,0,0,84,1,0,2021-10-28
NSW,4068,293,0,0,2076,4,0,2021-10-28
NT,2,0,0,0,0,0,0,2021-10-28
QLD,17,0,1,0,2,8,0,2021-10-28
SA,2,0,0,0,0,1,0,2021-10-28
TAS,0,0,0,0,0,0,0,2021-10-28
VIC,22189,543,0,1380,1609,3,10323,2021-10-28
WA,0,0,0,0,0,0,0,2021-10-28
