Age Group,Male,Female,Date
0-9,222850,209098,2022-08-02
10-19,262878,283464,2022-08-02
20-29,418560,466497,2022-08-02
30-39,377938,423296,2022-08-02
40-49,293851,337930,2022-08-02
50-59,244649,272499,2022-08-02
60-69,172939,177460,2022-08-02
70-79,102030,93948,2022-08-02
80-89,45736,48306,2022-08-02
90+,12076,21744,2022-08-02
