Age Group,Male,Female,Date
0-9,0,0,2021-11-07
10-19,1,1,2021-11-07
20-29,6,3,2021-11-07
30-39,9,6,2021-11-07
40-49,26,10,2021-11-07
50-59,64,37,2021-11-07
60-69,131,50,2021-11-07
70-79,235,143,2021-11-07
80-89,338,310,2021-11-07
90+,163,261,2021-11-07
