Age Group,Male,Female,Date
0-9,219788,206133,2022-07-03
10-19,268198,288654,2022-07-03
20-29,412391,456279,2022-07-03
30-39,365069,408418,2022-07-03
40-49,282945,325486,2022-07-03
50-59,227291,250367,2022-07-03
60-69,154621,157105,2022-07-03
70-79,88391,80409,2022-07-03
80-89,38262,39696,2022-07-03
90+,9758,17327,2022-07-03
