Age Group,Male,Female,Date
0-9,40434,38230,2022-01-12
10-19,57813,62456,2022-01-12
20-29,126925,129023,2022-01-12
30-39,78237,76508,2022-01-12
40-49,48896,50844,2022-01-12
50-59,39266,41202,2022-01-12
60-69,23605,23067,2022-01-12
70-79,11933,11216,2022-01-12
80-89,5026,5721,2022-01-12
90+,1229,2237,2022-01-12
