Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,110424,1278,5,20058,6495,38,82670,2021-12-30
ACT,1134,253,0,0,464,0,650,2021-12-30
NSW,70928,448,2,11776,3002,13,50896,2021-12-30
NT,195,20,0,13,102,2,13,2021-12-30
QLD,6368,21,0,2201,126,2,7650,2021-12-30
SA,7561,46,0,1328,945,1,5812,2021-12-30
TAS,377,14,0,77,53,0,291,2021-12-30
VIC,23833,473,2,4662,1790,13,17356,2021-12-30
WA,28,3,1,1,13,7,2,2021-12-30
