Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,328080,11205,92,32194,54782,540,199526,2022-07-17
ACT,7192,1208,0,0,6237,0,0,2022-07-17
NSW,138993,0,0,12228,9,0,75572,2022-07-17
NT,2760,0,4,496,0,36,2219,2022-07-17
QLD,45578,8,0,6328,95,0,41719,2022-07-17
SA,27472,4367,1,85,20092,2,496,2022-07-17
TAS,10219,1222,6,496,6172,48,2367,2022-07-17
VIC,60729,0,0,10584,0,0,69069,2022-07-17
WA,35137,4400,81,1977,22177,454,8084,2022-07-17
