Age Group,Male,Female,Date
0-9,153815,144328,2022-04-15
10-19,193738,205815,2022-04-15
20-29,290923,312009,2022-04-15
30-39,236532,260468,2022-04-15
40-49,177172,200975,2022-04-15
50-59,135064,145315,2022-04-15
60-69,87893,88298,2022-04-15
70-79,47927,43121,2022-04-15
80-89,19549,19765,2022-04-15
90+,4579,7904,2022-04-15
