Age Group,Male,Female,Date
0-9,10872,10371,2021-10-28
10-19,12572,11761,2021-10-28
20-29,17959,16555,2021-10-28
30-39,15268,13808,2021-10-28
40-49,10641,9810,2021-10-28
50-59,8206,7687,2021-10-28
60-69,4868,4612,2021-10-28
70-79,2608,2480,2021-10-28
80-89,1345,1708,2021-10-28
90+,402,857,2021-10-28
