Age Group,Male,Female,Date
0-9,141337,132378,2022-04-04
10-19,180171,191191,2022-04-04
20-29,273801,291928,2022-04-04
30-39,216858,237555,2022-04-04
40-49,161011,182432,2022-04-04
50-59,121640,130897,2022-04-04
60-69,78026,78309,2022-04-04
70-79,41884,37581,2022-04-04
80-89,16965,17325,2022-04-04
90+,3978,6872,2022-04-04
