Age Group,Male,Female,Date
0-9,47304,44702,2022-01-17
10-19,68652,74836,2022-01-17
20-29,153944,158068,2022-01-17
30-39,97140,96110,2022-01-17
40-49,61444,64916,2022-01-17
50-59,49360,52438,2022-01-17
60-69,29748,29131,2022-01-17
70-79,14736,13623,2022-01-17
80-89,6075,6785,2022-01-17
90+,1480,2628,2022-01-17
