Jurisdiction,Active,Recovered,Deaths,Date
Australia,737,1599,839,2021-11-12
ACT,0,8,7,2021-11-12
NSW,277,118,96,2021-11-12
NT,0,0,0,2021-11-12
QLD,0,0,1,2021-11-12
SA,0,0,0,2021-11-12
TAS,0,0,1,2021-11-12
VIC,460,1473,734,2021-11-12
WA,0,0,0,2021-11-12
