Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,216255,4412,9,21624,27842,57,150241,2022-03-05
ACT,4180,696,0,0,4884,0,0,2022-03-05
NSW,103910,0,0,10017,1,3,62211,2022-03-05
NT,3478,45,0,324,387,0,3036,2022-03-05
QLD,30377,79,0,4073,970,3,31451,2022-03-05
SA,18303,1818,8,35,12444,38,251,2022-03-05
TAS,5585,0,0,940,5,0,6223,2022-03-05
VIC,39556,193,0,5528,1723,0,42545,2022-03-05
WA,10866,1581,1,707,7428,13,4524,2022-03-05
