Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,221012,2664,12,25313,12046,80,163556,2022-02-17
ACT,2565,537,0,0,3336,0,0,2022-02-17
NSW,109989,2,0,9993,19,0,58643,2022-02-17
NT,6977,2,0,983,23,0,7056,2022-02-17
QLD,33533,173,0,5492,925,1,37319,2022-02-17
SA,14068,1402,11,27,4288,54,4869,2022-02-17
TAS,3264,1,0,679,3,0,3595,2022-02-17
VIC,50042,434,0,8067,2991,0,51893,2022-02-17
WA,574,113,1,72,461,25,181,2022-02-17
