Age Group,Male,Female,Date
0-9,164156,154202,2022-04-26
10-19,204285,217562,2022-04-26
20-29,309617,333207,2022-04-26
30-39,255371,282168,2022-04-26
40-49,192314,218340,2022-04-26
50-59,148279,160221,2022-04-26
60-69,98281,98832,2022-04-26
70-79,54502,49124,2022-04-26
80-89,22398,22601,2022-04-26
90+,5271,9166,2022-04-26
