Age Group,Male,Female,Date
0-9,31545,29875,2022-01-08
10-19,42008,44834,2022-01-08
20-29,87186,88625,2022-01-08
30-39,54461,52816,2022-01-08
40-49,33874,34629,2022-01-08
50-59,26902,28116,2022-01-08
60-69,16345,16046,2022-01-08
70-79,8529,8122,2022-01-08
80-89,3728,4334,2022-01-08
90+,914,1735,2022-01-08
