Age Group,Male,Female,Date
0-9,0,0,2021-10-10
10-19,1,0,2021-10-10
20-29,6,2,2021-10-10
30-39,6,4,2021-10-10
40-49,14,9,2021-10-10
50-59,37,28,2021-10-10
60-69,83,35,2021-10-10
70-79,177,107,2021-10-10
80-89,270,261,2021-10-10
90+,140,227,2021-10-10
