Age Group,Male,Female,Date
0-9,17413,16515,2021-12-11
10-19,17537,16637,2021-12-11
20-29,22329,21062,2021-12-11
30-39,19468,18570,2021-12-11
40-49,14264,13520,2021-12-11
50-59,10619,10207,2021-12-11
60-69,6499,6308,2021-12-11
70-79,3644,3420,2021-12-11
80-89,1810,2245,2021-12-11
90+,496,1060,2021-12-11
