Age Group,Male,Female,Date
0-9,4,4,2022-06-07
10-19,3,3,2022-06-07
20-29,14,10,2022-06-07
30-39,45,26,2022-06-07
40-49,81,49,2022-06-07
50-59,210,128,2022-06-07
60-69,498,276,2022-06-07
70-79,1112,585,2022-06-07
80-89,1724,1227,2022-06-07
90+,962,1191,2022-06-07
