Jurisdiction,Active,Recovered,Deaths,Date
Australia,826,1847,887,2021-12-12
ACT,4,8,7,2021-12-12
NSW,307,122,101,2021-12-12
NT,0,0,0,2021-12-12
QLD,0,0,1,2021-12-12
SA,0,0,0,2021-12-12
TAS,0,0,1,2021-12-12
VIC,515,1717,777,2021-12-12
WA,0,0,0,2021-12-12
