Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,298912,11339,93,30438,50916,524,163217,2022-07-08
ACT,7781,1701,0,0,6803,0,0,2022-07-08
NSW,133272,0,0,12768,6,0,79291,2022-07-08
NT,2080,0,9,369,863,31,774,2022-07-08
QLD,40191,25,0,5707,115,0,27234,2022-07-08
SA,21673,3698,5,106,16897,65,381,2022-07-08
TAS,8929,1059,8,522,3788,43,3866,2022-07-08
VIC,52786,0,0,9676,0,0,46054,2022-07-08
WA,32200,4856,71,1290,22444,385,5617,2022-07-08
