Jurisdiction,Active,Recovered,Deaths,Date
Australia,100,92,13,2022-01-17
ACT,0,0,0,2022-01-17
NSW,20,22,3,2022-01-17
NT,0,0,0,2022-01-17
QLD,7,8,0,2022-01-17
SA,0,1,0,2022-01-17
TAS,0,3,2,2022-01-17
VIC,73,58,7,2022-01-17
WA,0,0,1,2022-01-17
