Age Group,Male,Female,Date
0-9,229224,214929,2022-08-15
10-19,270844,291371,2022-08-15
20-29,425701,475677,2022-08-15
30-39,387390,434776,2022-08-15
40-49,302670,348552,2022-08-15
50-59,252567,281722,2022-08-15
60-69,179293,184375,2022-08-15
70-79,106837,98670,2022-08-15
80-89,48316,51308,2022-08-15
90+,12891,23339,2022-08-15
