Age Group,Male,Female,Date
0-9,0,1,2021-12-07
10-19,1,1,2021-12-07
20-29,6,3,2021-12-07
30-39,12,7,2021-12-07
40-49,31,13,2021-12-07
50-59,74,44,2021-12-07
60-69,149,68,2021-12-07
70-79,280,170,2021-12-07
80-89,389,340,2021-12-07
90+,186,284,2021-12-07
