Jurisdiction,Active,Recovered,Deaths,Date
Australia,32,75,10,2021-11-07
ACT,0,0,0,2021-11-07
NSW,17,15,2,2021-11-07
NT,0,0,0,2021-11-07
QLD,0,8,0,2021-11-07
SA,0,1,0,2021-11-07
TAS,0,3,2,2021-11-07
VIC,15,48,5,2021-11-07
WA,0,0,1,2021-11-07
