Jurisdiction,Active,Recovered,Deaths,Date
Australia,27,73,10,2021-10-12
ACT,0,0,0,2021-10-12
NSW,18,13,2,2021-10-12
NT,0,0,0,2021-10-12
QLD,0,8,0,2021-10-12
SA,0,1,0,2021-10-12
TAS,0,3,2,2021-10-12
VIC,9,48,5,2021-10-12
WA,0,0,1,2021-10-12
