Jurisdiction,Active,Recovered,Deaths,Date
Australia,460,1431,761,2021-10-16
ACT,9,0,6,2021-10-16
NSW,278,81,78,2021-10-16
NT,0,0,0,2021-10-16
QLD,0,0,1,2021-10-16
SA,0,0,0,2021-10-16
TAS,0,0,1,2021-10-16
VIC,173,1350,675,2021-10-16
WA,0,0,0,2021-10-16
