Jurisdiction,Active,Recovered,Deaths,Date
Australia,34,73,10,2021-10-26
ACT,0,0,0,2021-10-26
NSW,19,13,2,2021-10-26
NT,0,0,0,2021-10-26
QLD,0,8,0,2021-10-26
SA,0,1,0,2021-10-26
TAS,0,3,2,2021-10-26
VIC,15,48,5,2021-10-26
WA,0,0,1,2021-10-26
