Jurisdiction,Active,Recovered,Deaths,Date
Australia,98,76,13,2021-12-31
ACT,0,0,0,2021-12-31
NSW,26,15,3,2021-12-31
NT,0,0,0,2021-12-31
QLD,3,8,0,2021-12-31
SA,0,1,0,2021-12-31
TAS,0,3,2,2021-12-31
VIC,69,49,7,2021-12-31
WA,0,0,1,2021-12-31
