Jurisdiction,Active,Recovered,Deaths,Date
Australia,33,75,10,2021-11-08
ACT,0,0,0,2021-11-08
NSW,17,15,2,2021-11-08
NT,0,0,0,2021-11-08
QLD,0,8,0,2021-11-08
SA,0,1,0,2021-11-08
TAS,0,3,2,2021-11-08
VIC,16,48,5,2021-11-08
WA,0,0,1,2021-11-08
