Age Group,Male,Female,Date
0-9,223156,209237,2022-07-10
10-19,270934,291819,2022-07-10
20-29,418527,463804,2022-07-10
30-39,372626,417108,2022-07-10
40-49,289344,332753,2022-07-10
50-59,233896,257883,2022-07-10
60-69,160036,162749,2022-07-10
70-79,91797,83562,2022-07-10
80-89,39969,41559,2022-07-10
90+,10215,18202,2022-07-10
