Age Group,Male,Female,Date
0-9,0,1,2021-12-28
10-19,1,1,2021-12-28
20-29,6,3,2021-12-28
30-39,13,7,2021-12-28
40-49,32,14,2021-12-28
50-59,78,46,2021-12-28
60-69,156,73,2021-12-28
70-79,300,181,2021-12-28
80-89,415,350,2021-12-28
90+,200,305,2021-12-28
