Age Group,Male,Female,Date
0-9,1,3,2022-02-22
10-19,1,1,2022-02-22
20-29,9,3,2022-02-22
30-39,28,17,2022-02-22
40-49,50,31,2022-02-22
50-59,131,83,2022-02-22
60-69,300,149,2022-02-22
70-79,664,346,2022-02-22
80-89,997,698,2022-02-22
90+,529,619,2022-02-22
