Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,310841,1487,12,26559,12433,67,219612,2022-02-05
ACT,2779,372,0,0,3120,0,0,2022-02-05
NSW,169483,3,2,8384,54,7,82833,2022-02-05
NT,7363,3,0,965,49,0,6612,2022-02-05
QLD,50522,141,0,8580,922,1,47022,2022-02-05
SA,16041,461,10,818,2456,53,7853,2022-02-05
TAS,1035,0,0,483,3,0,3232,2022-02-05
VIC,63409,485,0,7325,5671,0,72042,2022-02-05
WA,209,22,0,4,158,6,18,2022-02-05
