Age Group,Male,Female,Date
0-9,6,7,2022-07-21
10-19,4,4,2022-07-21
20-29,16,12,2022-07-21
30-39,50,31,2022-07-21
40-49,96,67,2022-07-21
50-59,247,146,2022-07-21
60-69,599,316,2022-07-21
70-79,1359,725,2022-07-21
80-89,2108,1553,2022-07-21
90+,1233,1581,2022-07-21
