Jurisdiction,Active,Recovered,Deaths,Date
Australia,27,73,10,2021-10-13
ACT,0,0,0,2021-10-13
NSW,18,13,2,2021-10-13
NT,0,0,0,2021-10-13
QLD,0,8,0,2021-10-13
SA,0,1,0,2021-10-13
TAS,0,3,2,2021-10-13
VIC,9,48,5,2021-10-13
WA,0,0,1,2021-10-13
