Age Group,Male,Female,Date
0-9,98278,92122,2022-02-18
10-19,120662,129288,2022-02-18
20-29,225231,235873,2022-02-18
30-39,168121,177611,2022-02-18
40-49,116178,127339,2022-02-18
50-59,90829,97880,2022-02-18
60-69,58721,58673,2022-02-18
70-79,30705,27720,2022-02-18
80-89,12563,13196,2022-02-18
90+,2999,5312,2022-02-18
