Jurisdiction,Active,Recovered,Deaths,Date
Australia,826,1847,887,2021-12-10
ACT,4,8,7,2021-12-10
NSW,307,122,101,2021-12-10
NT,0,0,0,2021-12-10
QLD,0,0,1,2021-12-10
SA,0,0,0,2021-12-10
TAS,0,0,1,2021-12-10
VIC,515,1717,777,2021-12-10
WA,0,0,0,2021-12-10
