Jurisdiction,Active,Recovered,Deaths,Date
Australia,78,76,13,2021-12-16
ACT,0,0,0,2021-12-16
NSW,21,15,3,2021-12-16
NT,0,0,0,2021-12-16
QLD,0,8,0,2021-12-16
SA,0,1,0,2021-12-16
TAS,0,3,2,2021-12-16
VIC,57,49,7,2021-12-16
WA,0,0,1,2021-12-16
