Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,209873,2299,16,15411,15419,61,149997,2022-02-21
ACT,2742,458,0,0,3520,0,0,2022-02-21
NSW,103850,0,0,4916,13,1,56001,2022-02-21
NT,6106,11,0,607,38,0,5967,2022-02-21
QLD,34081,228,1,3885,1122,1,35517,2022-02-21
SA,12946,1182,15,20,7553,55,1744,2022-02-21
TAS,3692,2,0,566,4,0,4143,2022-02-21
VIC,45278,263,0,5348,2369,0,46136,2022-02-21
WA,1178,155,0,69,800,4,489,2022-02-21
