Age Group,Male,Female,Date
0-9,4,4,2022-06-16
10-19,4,3,2022-06-16
20-29,14,12,2022-06-16
30-39,46,29,2022-06-16
40-49,85,49,2022-06-16
50-59,220,133,2022-06-16
60-69,514,283,2022-06-16
70-79,1153,608,2022-06-16
80-89,1792,1282,2022-06-16
90+,1012,1255,2022-06-16
