Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,289053,10865,120,32133,47819,514,159385,2022-07-07
ACT,7374,1292,0,0,6271,0,0,2022-07-07
NSW,128784,2,0,13341,6,0,77453,2022-07-07
NT,1977,24,10,327,1143,24,429,2022-07-07
QLD,39801,31,0,5950,117,0,26817,2022-07-07
SA,20682,3664,10,88,15906,77,332,2022-07-07
TAS,8604,784,13,930,2730,35,4642,2022-07-07
VIC,51409,0,0,10265,0,0,44435,2022-07-07
WA,30422,5068,87,1232,21646,378,5277,2022-07-07
