Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,287637,3461,7,61299,13534,37,257206,2022-01-05
ACT,3069,810,0,0,3705,0,0,2022-01-05
NSW,184413,624,0,34430,2895,4,150127,2022-01-05
NT,599,97,2,11,330,10,166,2022-01-05
QLD,25924,28,0,6753,131,2,27738,2022-01-05
SA,19250,358,1,3134,986,1,16139,2022-01-05
TAS,2997,1,0,866,86,0,3039,2022-01-05
VIC,51317,1534,0,16102,5373,6,59981,2022-01-05
WA,68,9,4,3,28,14,16,2022-01-05
