Jurisdiction,Active,Recovered,Deaths,Date
Australia,36,76,10,2021-11-14
ACT,0,0,0,2021-11-14
NSW,17,15,2,2021-11-14
NT,0,0,0,2021-11-14
QLD,0,8,0,2021-11-14
SA,0,1,0,2021-11-14
TAS,0,3,2,2021-11-14
VIC,19,49,5,2021-11-14
WA,0,0,1,2021-11-14
