Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,316621,12471,37,33787,71121,336,190211,2022-05-04
ACT,5782,1080,0,0,6888,0,0,2022-05-04
NSW,139572,1,0,11938,10,0,75994,2022-05-04
NT,2496,18,0,365,135,0,2363,2022-05-04
QLD,37721,47,0,7621,236,3,40696,2022-05-04
SA,22821,3509,6,76,23925,72,586,2022-05-04
TAS,6207,683,0,390,2317,0,4917,2022-05-04
VIC,57154,0,0,10779,0,0,50582,2022-05-04
WA,44868,7133,31,2618,37610,261,15073,2022-05-04
