Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,243760,10033,108,28119,49077,638,151428,2022-06-30
ACT,6730,1250,0,0,4794,0,2076,2022-06-30
NSW,107467,1,0,11503,13,0,62911,2022-06-30
NT,1785,321,5,24,1540,25,138,2022-06-30
QLD,30247,5,0,5284,73,0,28302,2022-06-30
SA,16579,3055,21,53,14961,118,282,2022-06-30
TAS,7413,911,8,345,4470,36,1981,2022-06-30
VIC,46113,0,0,9926,0,0,50212,2022-06-30
WA,27426,4490,74,984,23226,459,5526,2022-06-30
