Age Group,Male,Female,Date
0-9,4,4,2022-06-14
10-19,3,3,2022-06-14
20-29,14,11,2022-06-14
30-39,45,26,2022-06-14
40-49,82,49,2022-06-14
50-59,213,128,2022-06-14
60-69,503,279,2022-06-14
70-79,1127,590,2022-06-14
80-89,1753,1249,2022-06-14
90+,978,1214,2022-06-14
